iter	R2	RMSE
878	0.967025054	0.07251116854
879	0.96708313	0.07244728656
880	0.9671388897	0.07238589924
881	0.9671929482	0.07232633523
882	0.9671965231	0.07232239453
883	0.9672291132	0.07228645962
884	0.9672358558	0.07227902274
885	0.9672756352	0.07223513196
886	0.9672822297	0.07222785329
887	0.9672882144	0.0722212471
888	0.9673763769	0.07212385855
889	0.9673854764	0.07211379935
890	0.9674083889	0.07208846404
891	0.9674370512	0.07205675838
892	0.9674932651	0.07199453521
893	0.9674977025	0.07198962113
894	0.9675072685	0.07197902652
895	0.9675782001	0.0719004185
896	0.9676481841	0.07182277629
897	0.9676831587	0.07178394306
898	0.9676873259	0.0717793147
899	0.9677332641	0.07172827311
900	0.9677654159	0.07169252772
901	0.9677749165	0.07168196188
902	0.9677897469	0.07166546556
903	0.9678249666	0.07162627417
904	0.9678294165	0.07162132095
905	0.9678677824	0.07157860126
906	0.9678716709	0.07157427
907	0.9679135844	0.07152756814
908	0.9679655506	0.07146962275
909	0.9680581311	0.07136627337
910	0.9680998706	0.07131962982
911	0.968106219	0.07131253275
912	0.968143775	0.07127053396
913	0.9682151419	0.07119065616
914	0.9682168661	0.07118872528
915	0.9682239351	0.07118080822
916	0.9682801626	0.07111780336
917	0.968304509	0.07109050506
918	0.9683546561	0.07103424475
919	0.9684046708	0.07097808863
920	0.968412633	0.07096914464
921	0.968445059	0.0709327086
922	0.9684754459	0.07089854688
923	0.9685076151	0.07086236339
924	0.9685111294	0.07085840949
925	0.9685613871	0.07080184028
926	0.9685934237	0.07076575682
927	0.9686608663	0.07068973458
928	0.9687293502	0.07061245495
929	0.9687560461	0.07058230741
930	0.9688046861	0.07052734537
931	0.9689075833	0.07041093275
932	0.9689665793	0.07034410073
933	0.968972549	0.07033733455
934	0.9689872489	0.07032067077
935	0.9690674302	0.0702297073
936	0.9691023472	0.07019005813
937	0.9691664439	0.07011721621
938	0.9691894177	0.07009108956
939	0.9691939306	0.07008595611
940	0.9692079586	0.07006999693
941	0.9692324831	0.07004208755
942	0.9692719253	0.06999717822
943	0.9693313764	0.06992943196
944	0.9693574888	0.06989965539
945	0.9694071078	0.06984303867
946	0.9694771731	0.0697630139
947	0.96956022	0.06966804316
948	0.9695832372	0.06964169826
949	0.9695861219	0.06963839582
950	0.9696406601	0.06957592999
951	0.9696553241	0.06955912481
952	0.9696873591	0.06952239826
953	0.9697321022	0.06947106986
954	0.9697870445	0.06940798928
955	0.9698149198	0.06937596296
956	0.9698695464	0.06931315897
957	0.9698767453	0.06930487815
958	0.9699660977	0.06920201491
959	0.9699749968	0.06919176173
960	0.9699874182	0.06917744794
961	0.9700317643	0.06912632129
962	0.9700556253	0.06909879624
963	0.9701291816	0.06901387589
964	0.9701435148	0.06899731613
965	0.9701480816	0.06899203904
966	0.9701527691	0.06898662205
967	0.9701878424	0.06894607727
968	0.9702106033	0.06891975285
969	0.9702153498	0.06891426205
970	0.9702348458	0.0688917039
971	0.9702864964	0.06883190506
972	0.9703163562	0.06879731094
973	0.9703220357	0.06879072892
974	0.9703893702	0.06871264712
975	0.9704152858	0.06868257148
976	0.9704421638	0.06865136504
977	0.9704767361	0.06861120419
978	0.9705177774	0.06856349828
979	0.9705731304	0.06849910388
980	0.9706338169	0.06842843522
981	0.9706671024	0.06838964358
982	0.9707251	0.06832199947
983	0.9707562794	0.06828560643
984	0.9708096522	0.06822326386
985	0.9708480036	0.06817843191
986	0.9709028119	0.06811431113
987	0.9709504465	0.06805853375
988	0.9709750763	0.0680296757
989	0.9710446091	0.06794814012
990	0.9710664993	0.06792245097
991	0.9710772506	0.06790983023
992	0.9710978934	0.06788559158
993	0.9711283339	0.06784983269
994	0.9711736802	0.06779652866
995	0.9711972076	0.06776885603
996	0.9712228952	0.06773862965
997	0.9712349531	0.06772443665
998	0.9712414426	0.06771679673
999	0.971256601	0.06769894787
